,Total_floor,Curent_floor,Price,TotalSq,LiveSq,KichSq,RoomSq,new_or_not,house_type,pass_elevator,gruz_elevator,balkon,lodgya,visokiy_potolok,sovmest_sanuz,razdeln_sanuz,exist_sanuz,do_metro_peshkom,do_metro_mashina,past_year,future_year,latitude,longitude,sell_type,phone,status_doma,repair,parking,view_window,otdelka,metro_name
5039,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5040,9,2,20779920.0,58.9,47.0,,,новостройка,кирпичный,1,1,0,0,,,,нет,,7.0,2014.0,[],55.71919,37.445606,свободная,,,,,,,"Кунцевская,"
5041,17,13,6000000.0,38.0,19.0,8.0,19,вторичка,,1,1,1,0,2.75,,,нет,4.0,,,,55.843662,37.369134,свободная,да,,косметический,наземная,двор,,"Митино,"
5042,17,10,6500000.0,52.0,31.0,8.5,31+18+13,вторичка,панельный дом,1,1,1,0,,,1.0,,,20.0,2002.0,,55.639344,37.342948,свободная,да,,косметический,,двор и улица,,"Юго-Западная,"
5043,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
5044,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
5045,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5046,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
5047,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
5048,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
5049,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5050,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
5051,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
5052,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
5053,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
5054,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
5055,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
5056,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
5057,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5058,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5059,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
5060,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
5061,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5062,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
5063,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5064,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5065,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
5066,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5067,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5068,9,8,4350000.0,33.1,17.0,,17,вторичка,,0,0,0,0,2.64,1.0,,,18.0,,2014.0,,55.723136,37.806883,свободная,,,отсутствует,,улица,,"Рязанский проспект,"
5069,9,3,23400000.0,63.0,41.0,9.0,,вторичка,кирпичный,1,0,1,1,,,,,5.0,,1970.0,,55.736904,37.644935,свободная,да,,дизайнерский,,двор и улица,,"Павелецкая,"
5070,25,3,6830080.0,46.4,29.1,8.0,13.3+15.8,новостройка,панельный дом,1,1,0,0,,1.0,,,5.0,,,['2018'],55.588738,37.603023,свободная,,,,,улица,,"Аннино,"
5071,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
5072,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
5073,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5074,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
5075,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
5076,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
5077,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5078,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
5079,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
5080,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
5081,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
5082,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
5083,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
5084,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
5085,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5086,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5087,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
5088,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
5089,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5090,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
5091,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5092,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5093,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
5094,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5095,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5096,16,9,8350000.0,69.0,34.0,12.0,14+20,вторичка,,0,0,0,1,2.78,,1.0,,,5.0,2014.0,,55.621551,37.474579,свободная,нет,,евроремонт,,двор,,"Теплый Стан,"
5097,6,3,46000000.0,91.0,63.0,12.0,25+16+12+10,вторичка,,1,0,1,0,3.6,2.0,,,5.0,,2013.0,,55.761173,37.599507,свободная,да,,евроремонт,наземная,двор и улица,,"Тверская,"
5098,17,5,85000000.0,120.0,63.0,17.0,17+17+29,вторичка,монолитный,0,3,0,1,3.0,2.0,,,12.0,,1927.0,,55.7249,37.57687,свободная,,,дизайнерский,подземная,двор и улица,,"Спортивная,"
5099,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,2002.0,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
5100,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
5101,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5102,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
5103,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
5104,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
5105,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5106,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
5107,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
5108,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
5109,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
5110,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
5111,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
5112,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
5113,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5114,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5115,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
5116,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
5117,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5118,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
5119,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5120,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5121,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
5122,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5123,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5124,9,9,7000000.0,45.0,28.0,7.0,18+10,вторичка,,0,0,1,0,2.64,1.0,,,19.0,,2014.0,,55.631488,37.605652,альтернатива,да,,косметический,,двор,,"Чертановская,"
5125,5,4,6000000.0,43.0,28.0,6.0,17+11,вторичка,,0,0,1,0,,1.0,,,22.0,,1968.0,,55.865889,37.685943,свободная,,,косметический,,двор,,"Бабушкинская,"
5126,8,7,3450000194280195.0,183.7,150.0,20.0,,вторичка,кирпично-монолитный,0,0,0,0,3.2,3.0,,,,,1963.0,,55.749603,37.597872,,,,отсутствует,подземная,двор,,"Арбатская,"
5127,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,2012.0,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
5128,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
5129,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5130,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
5131,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
5132,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
5133,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5134,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
5135,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
5136,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
5137,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
5138,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
5139,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
5140,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
5141,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5142,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5143,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
5144,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
5145,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5146,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
5147,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5148,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5149,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
5150,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5151,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5152,16,3,25738186.0,58.5,46.7,4.8,,новостройка,монолитный,1,1,0,0,,1.0,,,,2.0,2014.0,['2017'],55.727876,37.535987,свободная,,,,,двор,,"Кутузовская,"
5153,17,8,6900000.0,39.0,20.0,9.0,20,вторичка,,1,1,0,1,2.64,1.0,,,5.0,,,,55.635462,37.739743,свободная,да,,евроремонт,наземная,двор,,"Борисово,"
5154,55,7,43400000.0,131.0,90.0,20.0,,вторичка,монолитный,0,0,0,0,,,,,,4.0,1997.0,,55.723237,37.527903,свободная,,,,,,,"Воробьевы горы,"
5155,3,3,1440000.0,29.0,26.0,,26,вторичка,,0,0,0,0,,1.0,,,,25.0,,,55.648382,37.322593,свободная,,,отсутствует,наземная,,,"Киевская,"
5156,9,1,1540000.0,12.0,10.0,,10,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,отсутствует,,,,"Пражская,"
5157,21,2,1590000.0,13.0,10.0,3.0,10,вторичка,монолитный,1,1,0,0,2.7,1.0,,,,,1972.0,,55.495098,37.554439,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5158,3,1,1730000.0,34.0,18.0,10.0,18,новостройка,кирпичный,0,0,0,0,,,,нет,,30.0,2015.0,['2017'],55.49766,36.917628,214-ФЗ,,,,,,,"Юго-Западная,"
5159,9,1,1790000.0,12.0,8.0,2.5,8,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
5160,9,1,1790000.0,11.4,,,,вторичка,панельный дом,0,0,0,0,,1.0,,,8.0,,1972.0,,55.563661,37.58031,свободная,,,отсутствует,наземная,,,"Бульвар Дмитрия Донского,"
5161,3,1,1800001.0,34.2,18.1,10.2,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1982.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5162,3,1,1800000.0,34.8,18.1,10.8,18.1,новостройка,панельный дом,0,0,0,0,,,,нет,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,улица,,"Саларьево,"
5163,3,1,1800000.0,34.0,6.0,10.0,18,новостройка,панельный дом,0,0,0,0,,1.0,,,,,,['2016'],55.49766,36.917628,переуступка,,,,,двор и улица,,
5164,3,2,1850000.0,34.2,18.1,10.2,18.1,новостройка,панельный дом,0,0,0,0,,1.0,,,,35.0,,['2017'],55.49766,36.917628,переуступка,,,,,двор,,"Саларьево,"
5165,2,1,1880000.0,27.0,20.0,4.0,26.7,вторичка,,0,0,0,0,3.2,,1.0,,,,,,55.614922,37.318002,свободная,,,косметический,,двор,,
5166,3,1,1890000.0,20.0,16.0,2.5,16,вторичка,,0,0,0,0,,1.0,,,,10.0,,,55.585057,37.468506,свободная,,,отсутствует,наземная,двор,,"Теплый Стан,"
5167,14,1,1895000.0,15.0,12.0,3.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
5168,14,1,1895000.0,15.0,,,,вторичка,панельный дом,1,1,0,0,2.8,1.0,,,,11.0,2002.0,,55.588272,37.646265,свободная,,,косметический,наземная,,,"Пражская,"
5169,3,1,1900000.0,34.8,18.1,10.8,18.1,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,2002.0,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5170,3,1,1950000.0,34.0,17.5,8.3,17.5,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,двор,,"Саларьево,"
5171,4,2,1990000.0,38.0,19.0,10.0,19,вторичка,монолитный,0,0,0,1,3.0,1.0,,,,,,,55.612894,37.469611,свободная,нет,,косметический,подземная,двор,,
5172,3,3,1990000.0,32.0,25.0,,32,вторичка,,0,0,0,0,,1.0,,,30.0,,2010.0,,55.52407,37.483786,свободная,да,,отсутствует,наземная,двор,,"Бунинская аллея,"
5173,3,2,1990000.0,27.0,22.0,2.5,22,вторичка,кирпичный,0,0,0,0,,1.0,,,,,,,55.648382,37.322593,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5174,3,1,1990000.0,19.3,13.0,4.0,13,вторичка,,0,0,0,0,,1.0,,,,20.0,,,55.646675,37.323715,свободная,,,отсутствует,наземная,улица,,"Киевская,"
5175,3,2,1990000.0,26.0,20.0,4.0,20,вторичка,,0,0,0,0,,1.0,,,,,,,55.648225,37.324668,свободная,,,отсутствует,наземная,двор,,"Киевская,"
5176,3,3,1990000.0,32.0,20.0,6.0,20,вторичка,,0,0,0,0,,1.0,,,30.0,,,,55.52407,37.483786,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5177,4,3,1990000.0,24.6,10.0,6.0,10,вторичка,,0,0,0,1,3.0,1.0,,,,15.0,,,55.491804,37.552543,свободная,нет,,отсутствует,наземная,двор,,"Бунинская аллея,"
5178,22,2,2090000.0,21.0,16.0,2.5,16,вторичка,,2,2,0,0,,1.0,,,,,2014.0,,55.503206,37.53685,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
5179,3,2,2090000.0,26.0,22.0,,26,вторичка,блочный,0,0,0,0,3.0,,,нет,,15.0,,,55.496797,37.543147,свободная,,,отсутствует,наземная,,,"Бунинская аллея,"
5180,30,25,39000000.0,118.0,80.0,25.0,,вторичка,монолитный,1,1,0,1,,2.0,,,15.0,,2014.0,,55.82801,37.489392,свободная,да,,,,двор и улица,,"Войковская,"
5181,62,51,110000061944410.0,115.0,80.0,15.0,40+40+35,вторичка,,4,2,0,0,3.0,1.0,1.0,,1.0,,,,55.749511,37.537083,свободная,да,апартаменты,дизайнерский,подземная,улица,,"Выставочная,"
5182,22,2,6200000.0,40.0,20.0,10.0,20,вторичка,панельный дом,1,1,1,0,2.64,,1.0,,8.0,,2008.0,,55.840927,37.359837,свободная,да,,косметический,,двор и улица,,"Митино,"
